Novati Translation by Michael Chidester Getty Translation by Colin Hatcher,Morgan Version (1400s) [edit] Transcribed by Michael Chidester,Getty Version (1400s) [edit] Transcribed by Michael Chidester
"[20] This play also flows from the True Cross Guard, as follows when a student is in that guard, and an opponent comes against him and suddenly attacks him, then the student should step off the line and thrust his sword point into his face as you see me do here.",,"[34v-a] ¶ Anchora questo zogho esse de posta di vera crose per tal modo, zoe. che quando uno scolaro e in quella posta, e uno gli ven incontra, che subito in lo suo trar del zugadore, che lo scolar debia fora de strada passare, e'la punta gli metta in lo volto chome vedeti aqui fare."
"[21] I have wasted your hand, you can feel it well, And I could strike your face with my pommel. [In the Pisani Dossi, the player is wearing the garter.]","[11r-d] Lo mio magistro m'a mostrado che quando io son armado. E uno mi vole metere per tale modo la punta in lo volto. Che io debia meter lo taio della mia spada sotto la sua man stancha. E debia passar cum lo pe dritto dredo lo suo stancho, e per tal modo gle poro ferire cum lo pomo overo cum l'elzo in lo volto. Come po questo scolar che m'e dredo far. S'io lo passo fazo tale zogo non me po falire.",
[22] Here I waste your hand by coming to a bind Which is so strong that I care nothing for your armor.,"[11v-a] Aquello che dise lo scolaro ch'e denanci non falla che io ti posso fare aquesti dui zoghi che dredo me stano, zoe lo primo ferire cum lo pomo in lo volto, e sbaterti in terra. L'altro che segue ch'e lo segondo, quello se po fare acresere lo pe dritto e lo mantenir dela spada, e cum quello lo fiera in la orechia, e in la guanza, per tal modo andera in terra senza dubitanza.",
"[23] I send you to the ground with my hilt, And then I waste you with my point.","[11v-b] Lo scolaro ch'e denanzi dello magistro, e bene informado che delo pomo te fiero in lo volto e ti sbatero riverso in terra, per tale modo che non ti zovara pancirone ne cervilera.",
"[24] Either you will lose the sword from your left hand, Or you will go to the ground because of this entry I make.","[11v-c] Aquesto zogo non ho falato, come ha ditto lo segondo scolaro ch'e denanci che io posseva venire ad aquesto zogo che te fiero in la orechia e in la guanza, de mandarte in terra io mi tegno certo. Tu andarai al piano e mi staro in erto.",
"[25] This catch makes me safe from your sword: Mine is free and yours is imprisoned. And the fourth play which is in the art of the poleax, Troubles the sword in armor with this play. [In the Pisani Dossi, the Master is missing his crown.]","[11v-d] Dello magistro ne de suoii scolari pocho fazo cura. Questo contrario fazo contra lu cum bona misura, zoe quando ello vene cum la coverta, e io cum lo mio stancho brazo rebato lo suo stancho brazo cubito. E per tal mo cosi preso defesa non po fare e po essere offeso. Anchora altro contrario poseva fare. Cum la mia mane stancha per lo suo cubito lo posseva voltar. Che tal zogo in arme e senza arme ben se po fare.",
"[26] This is a good strong grapple: as he makes his grip on the opponent’s right arm, the student steps with his left foot behind opponent’s left foot, and thrusts the point of his sword into his face. He can also throw him to the ground to the student’s right.",,"[34v-d] ¶ Questa si'e una presa forte e bona, che fatta la presa lo scolar mette allo zugadore lo suo pe stancho dredo lu pe stancho del zugadore. E lla punta dela sua spada gli mette in lo volto. Anchora lo po buttar in terra inverso man dritta."
"[27] This is the counter to the Remedy Master and all of his students. It is the case that every counter you use against a Remedy Master will also break the plays of all of that Remedy Master’s students. And this is true for the spear, poleaxe, sword, dagger, and grappling, that is, for the entire art. Let me return to address the Remedy Master: when he is making his cover, the Counter-Remedy Master places his left hand behind his opponent’s right elbow and gives it a powerful push, turning him in order to strike him from behind as you see drawn next.",,"[35r-a] ¶ Questo si'e lo contrario dello magistro ch'e remedio e di tutti gli soi scolari, Che vera cosa si'e che zaschun contrario che ven fatto allo magistro rimedio, quello contrario rompe lo zogo dello magistro rimedio e di tutti soii scolari. E questo dico di lanza Azza spada daga e abrazzare e di tutta l'arte. Tornemo a dire dello magistro rimedio. Questo magistro contrario si mette la sua mane mancha dredo lo cubito dritto dello zugadore che fa la coverta delo magistro remedio, E si gli da volta per forza per ferirlo de dredo como vedreti qui dredo."
"[28] I am the student of the Counter-Remedy Master who came before me and I complete his play as follows: when I have turned my opponent, I immediately strike him from behind, either under his right arm, or under his coif into the back of his head, or into his buttocks (excuse my language), or into the back of his knee, or in any other place where he is unprotected.",,"[35r-b] ¶ Io son scolaro dello magistro contrario che m'e denanzi e complisco lo suo zogho. Quando lo zugadore e voltado subito io lo fiero di dredo sotto lo brazzo suo dritto. E per sotto lo camaglio in la coppa dela testa, overo in le nadeghe del culo cum riverencia, overo sotto gli zinochi, overo in altro logo che trovo discoverto."
"[29] This sword can be used as a sword or a poleaxe, and should not be sharpened from the guard down to one hand’s-width from the point. The point should be sharp and the sharp edge should be about a hand’s-width in length. The roundel below the hilt should be able to slide down the blade to a hand’s-width from the point and no further. The hilt needs to be strongly made with a heavy pommel with well-tempered spikes. The spikes should be well-tempered and sharp. The front of the sword should be as heavy as the back, and the weight should be from three and a half to five and a half pounds,[354] depending on how big and strong the man is and how he chooses to be armed.",,"[35r-c] ¶ Questa spada scusa per spada e per Azza, e non de tagliare del elço in fin uno somesso apresso la punta e delli inanze vol tagliare, e aver fina punta, e'lo taglio vol esser di lungeza un somesso. E lla rodeletta ch'e sotto lo elzo vol posser corere in fin uno somesso apresso la punta e non piu. E llo elzo vol esser ben temperado, e aver bona punta, e'llo pomo vol esser grave. E quelle punte volen esser ben temperade e ben agude. E la spada vole esser grave di dredo, e lizera denanzi. E vole esser di peso de ·ⅴ· a ⅶ· libre. E segondo che l'omo e grande e forte, segondo quello vole armare."
"[30] This other sword is fully sharpened from the hilt all the way to the point, except there is an unsharpened section in the middle[355] about a hand’s width, big enough for a gloved hand to be able to hold it there. Just like the previous sword, this sword should be sharp with a fine point. And the hilt should be strong with a heavy pommel and a sharp well-tempered spike.",,"[35r-d] ¶ Questa altra spada si vole tagliar per tutto. Salvo che dello elzo in fin ala punta, ale doe parte, in mezo la terza dela punta non de taglier niente, a tanto spacio che una mane cum uno guanto larga mente gli possa intrare. E simile mente vole esser fina di taglio e de punta. E llo elzo vole esser forte, e'aguzzo e ben temperado e'llo pomo vole essere cum bona punta, e vole esser grave."
